candidate_id,species,chromosome,start,end,shin_label,fuzzy_score,balanced_prediction,moderate_prediction,strict_prediction,rank_fuzzy,hunter_weighted_hit_fraction,rank_hunter_weighted,rank_shift_vs_hunter_weighted,hunter_max_overlap_pct,rank_hunter_overlap,rank_shift_vs_hunter_overlap,hunter_max_raw_score,tss_distance_bp,grid_hit_m2_l6_t30,grid_overlap_pct_m2_l6_t30,grid_hit_m2_l10_t60,grid_overlap_pct_m2_l10_t60,component_signal,component_context,component_evidence,component_bias,component_feasibility,top_rules
SHIN_REAL_POSITIVE_ZFS_202,Homo_sapiens_shin2016,chr9,69885661,69885743,positive,62.4970,1,1,1,94,1.000000,70,-24,10.1562,126,32,78.9474,155633,1,10.1562,1,10.1562,82.3296,27.2599,72.1517,49.352,94.617,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_203,Homo_sapiens_shin2016,chr19,12763235,12763251,positive,19.4932,1,1,1,241,0.394489,310,69,2.0833,277,36,71.4286,59,1,2.0833,0,0.0000,37.5425,90.7109,51.7695,73.5379,92.125,AF9:1.000;AF12:0.890
SHIN_REAL_POSITIVE_ZFS_204,Homo_sapiens_shin2016,chr1,64013343,64013381,positive,63.1437,1,1,1,31,1.000000,71,40,20.9945,23,-8,74.3243,1041,1,20.9945,1,20.9945,81.8983,74.0914,72.1517,49.3758,94.617,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_205,Homo_sapiens_shin2016,chr4,4594511,4594894,positive,19.0493,0,0,0,295,0.394489,311,16,1.8229,325,30,66.6667,0,1,1.8229,0,0.0000,37.2954,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.907
SHIN_REAL_POSITIVE_ZFS_206,Homo_sapiens_shin2016,chr7,138468784,138469167,positive,19.1181,0,0,0,283,0.394489,312,29,1.5625,367,84,70.0000,0,1,1.5625,0,0.0000,37.4683,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.895
SHIN_REAL_POSITIVE_ZFS_207,Homo_sapiens_shin2016,chr11,118471198,118471218,positive,63.0930,1,1,1,34,1.000000,72,38,2.8646,184,150,100.0000,151,1,2.8646,1,2.8646,82.4079,90.7109,72.1517,50.3142,94.519,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_208,Homo_sapiens_shin2016,chr20,26137858,26137883,positive,19.2297,1,1,1,265,0.394489,313,48,2.8754,180,-85,75.0000,95181,1,2.8754,0,0.0000,37.7278,40.8899,51.7695,73.3122,92.146,AF9:1.000;AF12:0.877
SHIN_REAL_POSITIVE_ZFS_209,Homo_sapiens_shin2016,chr7,91601753,91601762,positive,19.7821,1,1,1,217,0.394489,314,97,2.0833,278,61,87.5000,184,1,2.0833,0,0.0000,38.3765,90.7109,51.7695,73.6448,92.1145,AF9:1.000;AF12:0.830
SHIN_REAL_POSITIVE_ZFS_21,Homo_sapiens_shin2016,chr2,200528406,200528789,positive,19.2214,1,0,0,267,0.394489,315,48,1.8229,326,59,75.0000,0,1,1.8229,0,0.0000,37.7278,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.877
SHIN_REAL_POSITIVE_ZFS_210,Homo_sapiens_shin2016,chr10,54669082,54669149,positive,62.3451,1,1,1,105,1.000000,73,-32,15.3646,61,-44,67.2414,467616,1,15.3646,1,15.3646,82.1827,27.2599,72.1517,49.5896,94.596,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_211,Homo_sapiens_shin2016,chr1,148125087,148125095,positive,19.5134,1,1,1,239,0.394489,316,77,2.0833,279,40,75.0000,15,1,2.0833,0,0.0000,37.7278,90.7109,51.7695,73.6686,92.111,AF9:1.000;AF12:0.877
SHIN_REAL_POSITIVE_ZFS_212,Homo_sapiens_shin2016,chrX,39824954,39825064,positive,58.9225,1,1,1,151,1.000000,74,-77,15.3646,62,-89,63.3621,16538,1,15.3646,1,15.3646,82.0135,48.4082,72.1517,58.1307,93.714,AF4:0.759;AF6:0.114;AF9:0.011
SHIN_REAL_POSITIVE_ZFS_213,Homo_sapiens_shin2016,chrX,21767436,21767445,positive,19.9242,1,1,1,213,0.394489,317,104,2.3438,241,28,100.0000,225,1,2.3438,0,0.0000,39.0252,77.0809,51.7695,73.6448,92.1145,AF9:1.000;AF12:0.784
SHIN_REAL_POSITIVE_ZFS_214,Homo_sapiens_shin2016,chrX,39898971,39899009,positive,62.1758,1,1,1,126,1.000000,75,-51,9.8958,129,3,75.6757,22517,1,9.8958,1,9.8958,81.8983,40.8899,72.1517,50.0291,94.547,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_215,Homo_sapiens_shin2016,chr9,113401771,113401863,positive,59.0057,1,1,1,149,1.000000,76,-73,14.3229,74,-75,64.8148,54,1,14.3229,1,14.3229,82.0135,63.451,72.1517,58.4039,93.686,AF4:0.738;AF9:0.034
SHIN_REAL_POSITIVE_ZFS_216,Homo_sapiens_shin2016,chr2,216587921,216588025,positive,63.4698,1,1,1,11,1.000000,77,66,10.1562,127,116,71.7105,1330,1,10.1562,1,10.1562,82.4079,72.8858,72.1517,49.0194,94.652,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_217,Homo_sapiens_shin2016,chr9,72938583,72938655,positive,57.9667,1,1,1,161,1.000000,78,-83,16.4062,47,-114,62.9032,12249,1,16.4062,1,16.4062,81.8371,38.1862,72.1517,58.7127,93.6545,AF4:0.714;AF6:0.154;AF9:0.059
SHIN_REAL_POSITIVE_ZFS_218,Homo_sapiens_shin2016,chr14,102908114,102908344,positive,59.6343,1,1,1,146,1.000000,79,-67,43.7500,6,-140,63.3234,13180,1,43.7500,1,43.7500,82.0135,37.4465,72.1517,56.2656,93.9065,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_219,Homo_sapiens_shin2016,chr22,22737431,22737551,positive,63.8086,1,1,1,4,1.000000,80,76,31.7003,10,6,67.4312,214,1,31.7003,1,31.7003,82.4079,90.7109,72.1517,48.568,94.701,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_22,Homo_sapiens_shin2016,chr3,116884493,116884569,positive,57.9587,1,1,1,162,1.000000,81,-81,19.7917,26,-136,63.3333,59323,1,19.7917,1,19.7917,81.8765,27.2599,72.1517,58.6533,93.658,AF4:0.719;AF6:0.154;AF9:0.054
SHIN_REAL_POSITIVE_ZFS_220,Homo_sapiens_shin2016,chr13,72534771,72534834,positive,63.0227,1,1,1,46,1.000000,82,36,9.6354,130,84,73.6111,3840,1,9.6354,1,9.6354,82.1433,62.4152,72.1517,49.649,94.589,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_221,Homo_sapiens_shin2016,chr7,98475774,98475815,positive,62.4156,1,1,1,102,1.000000,83,-19,19.3396,30,-72,70.0000,27050,1,19.3396,1,19.3396,81.9274,40.8899,72.1517,49.4708,94.6065,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_222,Homo_sapiens_shin2016,chr8,100005090,100005142,positive,62.1219,1,1,1,133,1.000000,84,-49,13.5417,88,-45,72.5490,20704,1,13.5417,1,13.5417,82.0353,13.63,72.1517,49.8153,94.5715,AF4:0.846;AF6:0.136
SHIN_REAL_POSITIVE_ZFS_223,Homo_sapiens_shin2016,chrX,24300018,24300148,positive,62.9457,1,1,1,56,1.000000,85,29,13.5417,89,33,66.6667,93327,1,13.5417,1,13.5417,82.4079,40.8899,72.1517,48.6155,94.694,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_224,Homo_sapiens_shin2016,chrX,39758432,39758509,positive,62.5622,1,1,1,89,1.000000,86,-3,15.3646,63,-26,65.5172,83093,1,15.3646,1,15.3646,82.2803,40.8899,72.1517,49.4351,94.61,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_225,Homo_sapiens_shin2016,chr2,233058728,233058762,positive,19.4359,1,1,1,247,0.394489,318,71,2.3438,242,-5,71.8750,2020,1,2.3438,0,0.0000,37.5656,70.0074,51.7695,73.2647,92.153,AF9:1.000;AF12:0.888
SHIN_REAL_POSITIVE_ZFS_226,Homo_sapiens_shin2016,chr21,39607381,39607406,positive,19.7666,1,1,1,218,0.394489,319,101,2.3438,243,25,87.5000,20,1,2.3438,0,0.0000,38.3765,77.0809,51.7695,73.3953,92.139,AF9:1.000;AF12:0.830
SHIN_REAL_POSITIVE_ZFS_227,Homo_sapiens_shin2016,chr14,66762191,66762259,positive,57.8578,1,1,1,165,1.000000,87,-78,17.7083,38,-127,64.9254,15515,1,17.7083,1,17.7083,81.7976,35.5911,72.1517,58.7721,93.6475,AF4:0.710;AF6:0.154;AF9:0.064
SHIN_REAL_POSITIVE_ZFS_228,Homo_sapiens_shin2016,chr6,27829023,27829406,positive,18.7919,0,0,0,316,0.394489,320,4,1.8229,327,11,75.0000,54282,1,1.8229,0,0.0000,37.7278,40.8899,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.877
SHIN_REAL_POSITIVE_ZFS_229,Homo_sapiens_shin2016,chr2,85620175,85620191,positive,19.9679,1,1,1,211,0.394489,321,110,2.0833,280,69,100.0000,85,1,2.0833,0,0.0000,39.0252,77.0809,51.7695,73.5379,92.125,AF9:1.000;AF12:0.784
SHIN_REAL_POSITIVE_ZFS_23,Homo_sapiens_shin2016,chr17,38793887,38793905,positive,19.0944,0,0,0,289,0.394489,322,33,2.3438,244,-45,78.1250,28191,1,2.3438,0,0.0000,37.89,27.2599,51.7695,73.5141,92.1285,AF9:1.000;AF12:0.865
SHIN_REAL_POSITIVE_ZFS_230,Homo_sapiens_shin2016,chr1,63761391,63761408,positive,19.4543,1,1,1,244,0.394489,323,79,2.3438,245,1,75.0000,45,1,2.3438,0,0.0000,37.7278,77.0809,51.7695,73.526,92.125,AF9:1.000;AF12:0.877
SHIN_REAL_POSITIVE_ZFS_231,Homo_sapiens_shin2016,chr5,117077182,117077565,positive,17.9340,0,0,0,370,0.394489,324,-46,2.6042,205,-165,38.8889,1138732,1,2.6042,0,0.0000,35.8539,27.2599,51.7695,74.3813,92.0375,AF9:1.000;AF12:1.000
SHIN_REAL_POSITIVE_ZFS_232,Homo_sapiens_shin2016,chr7,6490185,6490200,positive,62.8288,1,1,1,63,1.000000,88,25,3.9062,169,106,100.0000,174,1,3.9062,1,3.9062,82.4079,63.451,72.1517,50.3855,94.512,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_233,Homo_sapiens_shin2016,chr12,105275457,105275466,positive,19.3941,1,1,1,250,0.394489,325,75,2.3438,246,-4,68.7500,153,1,2.3438,0,0.0000,37.4035,90.7109,51.7695,73.6448,92.1145,AF9:1.000;AF12:0.900
SHIN_REAL_POSITIVE_ZFS_234,Homo_sapiens_shin2016,chr6,64341047,64341075,positive,62.6608,1,1,1,81,1.000000,89,8,2.6042,206,125,88.8889,1168,1,2.6042,1,2.6042,81.8313,59.9316,72.1517,50.1954,94.533,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_235,Homo_sapiens_shin2016,chr12,1159520,1159609,positive,58.1705,1,1,1,158,1.000000,90,-68,17.7083,39,-119,60.8209,188845,1,17.7083,1,17.7083,82.0037,13.63,72.1517,58.4514,93.679,AF4:0.735;AF6:0.136;AF9:0.038
SHIN_REAL_POSITIVE_ZFS_236,Homo_sapiens_shin2016,chr1,61295149,61295233,positive,62.8166,1,1,1,64,1.000000,91,27,14.6853,71,7,74.3902,25335,1,14.6853,1,14.6853,82.3493,40.8899,72.1517,48.8768,94.666,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_237,Homo_sapiens_shin2016,chr9,107163952,107164008,positive,57.5129,1,1,1,181,1.000000,92,-89,12.5000,103,-78,64.8936,86138,1,12.5000,1,12.5000,81.6804,27.2599,72.1517,58.9622,93.6265,AF4:0.695;AF6:0.154;AF9:0.080
SHIN_REAL_POSITIVE_ZFS_238,Homo_sapiens_shin2016,chr9,80618513,80618572,positive,62.2667,1,1,1,114,1.000000,93,-21,15.3646,64,-50,69.3966,516634,1,15.3646,1,15.3646,82.1038,27.2599,72.1517,49.7084,94.582,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_239,Homo_sapiens_shin2016,chr6,41545731,41545794,positive,62.3059,1,1,1,111,1.000000,94,-17,13.2812,92,-19,68.0000,76348,1,13.2812,1,13.2812,82.1433,27.2599,72.1517,49.649,94.589,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_24,Homo_sapiens_shin2016,chr7,28566780,28567025,positive,63.2086,1,1,1,20,1.000000,95,75,23.4545,15,-5,67.5781,125021,1,23.4545,1,23.4545,82.4079,40.8899,72.1517,47.974,94.7605,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_240,Homo_sapiens_shin2016,chr12,123977671,123977679,positive,18.6447,0,0,0,325,0.394489,326,1,2.0833,281,-44,60.7143,12141,1,2.0833,0,0.0000,36.9865,38.2721,51.7695,73.9655,92.0795,AF9:1.000;AF12:0.929
SHIN_REAL_POSITIVE_ZFS_241,Homo_sapiens_shin2016,chr15,35180663,35180739,positive,63.3972,1,1,1,12,1.000000,96,84,14.0625,78,66,62.2641,0,1,14.0625,1,14.0625,82.2709,90.7109,72.1517,49.447,94.61,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_242,Homo_sapiens_shin2016,chr11,73176390,73176400,positive,62.5015,1,1,1,92,1.000000,97,5,2.6042,207,115,77.7778,172,1,2.6042,1,2.6042,81.6238,63.451,72.1517,50.4686,94.505,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_243,Homo_sapiens_shin2016,chr5,169464289,169464425,positive,63.5760,1,1,1,6,1.000000,98,92,17.4142,41,35,66.5385,1070,1,17.4142,1,17.4142,82.4079,60.3404,72.1517,48.4967,94.708,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_244,Homo_sapiens_shin2016,chr12,12311183,12311201,positive,62.8144,1,1,1,66,1.000000,99,33,2.6042,208,142,72.2222,105,1,2.6042,1,2.6042,81.7022,90.7109,72.1517,50.3498,94.5155,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_245,Homo_sapiens_shin2016,chr5,92950071,92950149,positive,62.4827,1,1,1,96,1.000000,100,4,9.6354,131,35,72.2222,5272,1,9.6354,1,9.6354,82.2901,30.1001,72.1517,49.4114,94.6135,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_246,Homo_sapiens_shin2016,chr2,55500387,55500395,positive,20.0319,1,1,1,210,0.394489,327,117,2.0833,282,72,100.0000,72,1,2.0833,0,0.0000,39.0252,90.7109,51.7695,73.6686,92.111,AF9:1.000;AF12:0.784
SHIN_REAL_POSITIVE_ZFS_247,Homo_sapiens_shin2016,chr1,113637320,113637375,positive,62.2278,1,1,1,119,1.000000,101,-18,14.3229,75,-44,67.1296,97623,1,14.3229,1,14.3229,82.0649,27.2599,72.1517,49.7678,94.575,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_248,Homo_sapiens_shin2016,chr17,8030782,8030800,positive,62.0280,1,1,1,138,1.000000,102,-36,2.6042,209,71,72.2222,4150,1,2.6042,1,2.6042,81.7022,47.492,72.1517,50.3498,94.5155,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_249,Homo_sapiens_shin2016,chr7,1576082,1576091,positive,19.6526,1,1,1,227,0.394489,328,101,2.3438,247,20,81.2500,64,1,2.3438,0,0.0000,38.0522,90.7109,51.7695,73.6448,92.1145,AF9:1.000;AF12:0.853
SHIN_REAL_POSITIVE_ZFS_25,Homo_sapiens_shin2016,chr11,117812063,117812446,positive,18.7919,0,0,0,317,0.394489,329,12,1.8229,328,11,75.0000,34749,1,1.8229,0,0.0000,37.7278,40.8899,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.877
SHIN_REAL_POSITIVE_ZFS_250,Homo_sapiens_shin2016,chr7,141084363,141084379,positive,19.5980,1,1,1,231,0.394489,330,99,2.0833,283,52,78.5714,266,1,2.0833,0,0.0000,37.9132,85.74,51.7695,73.5379,92.125,AF9:1.000;AF12:0.863
SHIN_REAL_POSITIVE_ZFS_251,Homo_sapiens_shin2016,chrX,13215159,13215215,positive,62.2365,1,1,1,118,1.000000,103,-15,11.4583,113,-5,87.5000,32777,1,11.4583,1,4.4271,82.0748,27.2599,72.1517,49.7559,94.5785,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_252,Homo_sapiens_shin2016,chr12,42181362,42181411,positive,62.2843,1,1,1,113,1.000000,104,-9,12.7604,99,-14,68.7500,50580,1,12.7604,1,12.7604,82.0063,40.8899,72.1517,49.8628,94.5645,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_253,Homo_sapiens_shin2016,chr5,29493029,29493128,positive,62.6335,1,1,1,84,1.000000,105,21,16.6667,44,-40,68.2540,1736425,1,16.6667,1,16.6667,82.4079,27.2599,72.1517,49.0907,94.645,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_254,Homo_sapiens_shin2016,chr5,36451398,36451445,positive,57.2180,1,1,1,186,1.000000,106,-80,12.2396,105,-81,62.5000,113637,1,12.2396,1,12.2396,81.5921,13.63,72.1517,59.1048,93.6125,AF4:0.684;AF6:0.136;AF9:0.092
SHIN_REAL_POSITIVE_ZFS_255,Homo_sapiens_shin2016,chr1,54478182,54478284,positive,62.7704,1,1,1,72,1.000000,107,35,19.5312,29,-43,68.2432,39754,1,19.5312,1,19.5312,82.4079,40.8899,72.1517,49.0431,94.6485,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_256,Homo_sapiens_shin2016,chr5,71835477,71835566,positive,58.8246,1,1,1,153,1.000000,108,-45,23.1771,17,-136,62.2159,3439,1,23.1771,1,23.1771,82.0037,50.458,72.1517,58.4514,93.679,AF4:0.735;AF9:0.038
SHIN_REAL_POSITIVE_ZFS_257,Homo_sapiens_shin2016,chr10,101055510,101055571,positive,62.2085,1,1,1,121,1.000000,109,-12,15.8854,56,-65,65.0000,23275,1,15.8854,1,15.8854,82.1235,13.63,72.1517,49.6846,94.5855,AF4:0.846;AF6:0.136
SHIN_REAL_POSITIVE_ZFS_258,Homo_sapiens_shin2016,chr12,119122918,119122927,positive,19.4580,1,1,1,243,0.394489,331,88,2.3438,248,5,75.0000,470,1,2.3438,0,0.0000,37.7278,83.1465,51.7695,73.6448,92.1145,AF9:1.000;AF12:0.877
SHIN_REAL_POSITIVE_ZFS_259,Homo_sapiens_shin2016,chrX,47226789,47226826,positive,63.0058,1,1,1,49,1.000000,110,61,7.2917,149,100,75.9259,102,1,7.2917,1,7.2917,81.8885,90.7109,72.1517,50.0529,94.547,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_26,Homo_sapiens_shin2016,chr3,129024276,129024348,positive,63.1837,1,1,1,22,1.000000,111,89,7.2917,150,128,85.1852,393,1,7.2917,1,7.2917,82.2315,70.4954,72.1517,49.5064,94.603,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_260,Homo_sapiens_shin2016,chr16,48954862,48954905,positive,62.2469,1,1,1,116,1.000000,112,-4,11.1979,117,1,70.2381,5425,1,11.1979,1,11.1979,81.9471,43.6085,72.1517,49.9578,94.5575,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_261,Homo_sapiens_shin2016,chr17,11376340,11376404,positive,62.3143,1,1,1,109,1.000000,113,4,11.9792,106,-3,68.3333,66069,1,11.9792,1,11.9792,82.1531,27.2599,72.1517,49.6371,94.589,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_262,Homo_sapiens_shin2016,chr1,222760400,222760450,positive,62.1754,1,1,1,127,1.000000,114,-13,13.0208,96,-31,70.9184,71776,1,13.0208,1,13.0208,82.0156,27.2599,72.1517,49.8509,94.568,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_263,Homo_sapiens_shin2016,chr1,178467125,178467162,positive,62.9387,1,1,1,58,1.000000,115,57,6.2500,157,99,100.0000,1060,1,6.2500,1,6.2500,82.4079,60.3821,72.1517,50.0529,94.547,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_264,Homo_sapiens_shin2016,chr10,99428362,99428488,positive,21.9334,1,1,1,201,0.394489,332,131,30.9896,11,-190,50.0000,8521,1,30.9896,0,0.0000,38.2364,41.1485,51.7695,67.0875,92.79,AF9:0.757;AF12:0.757
SHIN_REAL_POSITIVE_ZFS_266,Homo_sapiens_shin2016,chr1,65305987,65306032,positive,62.1279,1,1,1,132,1.000000,116,-16,6.5104,154,22,69.7368,79788,1,6.5104,1,5.2083,81.9668,27.2599,72.1517,49.9222,94.561,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_267,Homo_sapiens_shin2016,chr15,88238080,88238463,positive,19.3248,1,0,0,259,0.394489,333,74,1.5625,368,109,80.0000,0,1,1.5625,0,0.0000,37.9873,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.858
SHIN_REAL_POSITIVE_ZFS_268,Homo_sapiens_shin2016,chr1,88650442,88650519,positive,57.9768,1,1,1,160,1.000000,117,-43,17.9688,37,-123,63.6029,271974,1,17.9688,1,17.9688,81.8859,27.2599,72.1517,58.6415,93.6615,AF4:0.720;AF6:0.154;AF9:0.053
SHIN_REAL_POSITIVE_ZFS_269,Homo_sapiens_shin2016,chr2,42891045,42891064,positive,47.1658,1,1,1,187,1.000000,118,-69,2.6042,210,23,75.0000,17807,1,2.6042,1,2.6042,81.1204,47.3999,72.1517,72.8964,92.1915,AF6:0.154;AF9:0.154
SHIN_REAL_POSITIVE_ZFS_27,Homo_sapiens_shin2016,chr10,122600540,122600923,positive,-1.0000,0,0,0,383,0.000000,383,0,0.0000,383,0,0.0000,0,0,0.0000,0,0.0000,0.3633,90.7109,3.6765,71.5895,92.0375,
SHIN_REAL_POSITIVE_ZFS_270,Homo_sapiens_shin2016,chr10,106337097,106337170,positive,57.8904,1,1,1,164,1.000000,119,-45,19.0104,33,-131,62.1528,233584,1,19.0104,1,19.0104,81.8469,27.2599,72.1517,58.7009,93.6545,AF4:0.715;AF6:0.154;AF9:0.058
SHIN_REAL_POSITIVE_ZFS_271,Homo_sapiens_shin2016,chr19,1063489,1063501,positive,20.8709,1,1,1,209,0.394489,334,125,3.1250,177,-32,54.5455,17153,1,3.1250,0,0.0000,37.472,34.2896,51.7695,68.8456,92.608,AF9:0.904;AF12:0.895
SHIN_REAL_POSITIVE_ZFS_272,Homo_sapiens_shin2016,chr19,1201689,1202072,positive,18.8666,0,0,0,309,0.394489,335,26,1.8229,329,20,66.6667,2137,1,1.8229,0,0.0000,37.2954,69.5193,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.907
SHIN_REAL_POSITIVE_ZFS_273,Homo_sapiens_shin2016,chr17,60549698,60550081,positive,19.3930,1,1,1,253,0.394489,336,83,1.8229,330,77,100.0000,13930,1,1.8229,0,0.0000,39.0252,50.4805,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.784
SHIN_REAL_POSITIVE_ZFS_274,Homo_sapiens_shin2016,chr21,43661201,43661209,positive,18.3262,0,0,0,351,0.394489,337,-14,2.0833,284,-67,50.0000,10227,1,2.0833,0,0.0000,36.4466,26.1629,51.7695,73.9655,92.0795,AF9:1.000;AF12:0.968
SHIN_REAL_POSITIVE_ZFS_275,Homo_sapiens_shin2016,chrX,70204853,70204895,positive,63.0580,1,1,1,42,1.000000,120,78,4.9479,165,123,77.7778,3,1,4.9479,1,4.9479,81.9372,90.7109,72.1517,49.9697,94.554,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_276,Homo_sapiens_shin2016,chr11,8848461,8848531,positive,62.3753,1,1,1,104,1.000000,121,17,11.7188,109,5,69.3182,30983,1,11.7188,1,11.7188,82.2118,27.2599,72.1517,49.5421,94.5995,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_277,Homo_sapiens_shin2016,chr1,148726131,148726514,positive,18.3731,0,0,0,347,0.394489,338,-9,1.8229,331,-16,33.3333,3,1,1.8229,0,0.0000,35.5656,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:1.000
SHIN_REAL_POSITIVE_ZFS_278,Homo_sapiens_shin2016,chr8,125808333,125808386,positive,63.0059,1,1,1,48,1.000000,122,74,11.7188,110,62,71.0227,1525,1,11.7188,1,11.7188,82.0452,72.0723,72.1517,49.8034,94.5715,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_279,Homo_sapiens_shin2016,chr14,60271048,60271057,positive,19.0791,0,0,0,290,0.394489,339,49,2.3438,249,-41,59.3750,166,1,2.3438,0,0.0000,36.917,90.7109,51.7695,73.9418,92.083,AF9:1.000;AF12:0.934
SHIN_REAL_POSITIVE_ZFS_28,Homo_sapiens_shin2016,chrX,31269736,31269806,positive,57.8221,1,1,1,166,1.000000,123,-43,18.2292,35,-131,63.4058,269645,1,18.2292,1,18.2292,81.8174,27.2599,72.1517,58.7484,93.651,AF4:0.712;AF6:0.154;AF9:0.062
SHIN_REAL_POSITIVE_ZFS_280,Homo_sapiens_shin2016,chr7,47985550,47985558,positive,19.0233,0,0,0,298,0.394489,340,42,2.0833,285,-13,57.1429,213,1,2.0833,0,0.0000,36.8011,90.7109,51.7695,73.9655,92.0795,AF9:1.000;AF12:0.943
SHIN_REAL_POSITIVE_ZFS_281,Homo_sapiens_shin2016,chr6,25389132,25389201,positive,63.0498,1,1,1,44,1.000000,124,80,15.6250,57,13,65.2542,1505,1,15.6250,1,15.6250,82.2019,58.5258,72.1517,49.5539,94.596,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_282,Homo_sapiens_shin2016,chr7,135307310,135307368,positive,57.7055,1,1,1,172,1.000000,125,-47,15.1042,66,-106,63.1579,5236,1,15.1042,1,15.1042,81.7001,43.7587,72.1517,58.9266,93.63,AF4:0.698;AF6:0.154;AF9:0.077
SHIN_REAL_POSITIVE_ZFS_283,Homo_sapiens_shin2016,chr7,148053038,148053105,positive,62.3451,1,1,1,106,1.000000,126,20,10.4167,124,18,70.5128,26172,1,10.4167,1,10.4167,82.1827,27.2599,72.1517,49.5896,94.596,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_284,Homo_sapiens_shin2016,chr6,166321236,166321277,positive,25.1305,1,1,1,199,0.394489,341,142,8.5938,140,-59,56.2500,180076,1,8.5938,0,0.0000,38.1502,40.8899,51.7695,59.1998,93.602,AF9:0.100;AF12:0.100
SHIN_REAL_POSITIVE_ZFS_285,Homo_sapiens_shin2016,chr15,57518417,57518483,positive,63.0833,1,1,1,36,1.000000,127,91,12.7604,100,64,64.5833,753,1,12.7604,1,12.7604,82.1728,65.9186,72.1517,49.6015,94.5925,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_286,Homo_sapiens_shin2016,chr2,46696506,46696540,positive,62.1768,1,1,1,125,1.000000,128,3,8.8542,134,9,70.4545,1215,1,8.8542,1,8.8542,81.8589,46.1056,72.1517,50.1004,94.54,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_287,Homo_sapiens_shin2016,chr8,140781843,140781934,positive,22.4943,1,1,1,200,0.394489,342,142,46.4286,5,-195,58.6111,2547,1,46.4286,0,0.0000,38.2364,67.809,51.7695,66.2797,92.874,AF9:0.690;AF12:0.690
SHIN_REAL_POSITIVE_ZFS_288,Homo_sapiens_shin2016,chr5,173058433,173058488,positive,57.4950,1,1,1,182,1.000000,129,-53,14.3229,76,-106,61.1111,82171,1,14.3229,1,14.3229,81.6705,27.2599,72.1517,58.9741,93.6265,AF4:0.694;AF6:0.154;AF9:0.081
